index,Date,Year,Opponent,H/A,Rank,GB,D/N,Attendance
46,"Tuesday, May 21",2019,Los Angeles Dodgers,,2,2.0,N,15862
47,"Wednesday, May 22",2019,Los Angeles Dodgers,,2,2.0,N,12826
48,"Thursday, May 23",2019,Cleveland Guardians,@,2,2.0,N,18884
49,"Friday, May 24",2019,Cleveland Guardians,@,2,2.5,N,24084
50,"Saturday, May 25",2019,Cleveland Guardians,@,2,3.0,N,25882
51,"Sunday, May 26",2019,Cleveland Guardians,@,2,2.0,D,20288
52,"Monday, May 27",2019,Toronto Blue Jays,,2,2.0,D,15883
53,"Tuesday, May 28",2019,Toronto Blue Jays,,2,1.0,N,5786
54,"Wednesday, May 29",2019,Toronto Blue Jays,,2,1.0,N,6166
55,"Thursday, May 30",2019,Minnesota Twins,,2,0.5,N,8076
56,"Friday, May 31",2019,Minnesota Twins,,2,1.5,N,14375
58,"Saturday, Jun 1",2019,Minnesota Twins,,2,2.5,D,14381
59,"Sunday, Jun 2",2019,Minnesota Twins,,2,2.5,D,14616
60,"Tuesday, Jun 4",2019,Detroit Tigers,@,2,2.5,N,15420
61,"Wednesday, Jun 5",2019,Detroit Tigers,@,2,1.5,N,14272
62,"Thursday, Jun 6",2019,Detroit Tigers,@,2,1.5,D,21442
63,"Friday, Jun 7",2019,Boston Red Sox,@,2,0.5,N,36803
64,"Saturday, Jun 8 (1)",2019,Boston Red Sox,@,1,0.0,D,35564
65,"Saturday, Jun 8 (2)",2019,Boston Red Sox,@,1,0.0,N,37048
66,"Sunday, Jun 9",2019,Boston Red Sox,@,1,0.0,D,34643
67,"Monday, Jun 10",2019,Oakland Athletics,,1,-0.5,N,16091
68,"Tuesday, Jun 11",2019,Oakland Athletics,,1,0.0,N,11132
69,"Wednesday, Jun 12",2019,Oakland Athletics,,2,0.5,D,17946
70,"Thursday, Jun 13",2019,Los Angeles Angels,,2,0.5,N,15291
71,"Friday, Jun 14",2019,Los Angeles Angels,,1,-0.5,N,21598
72,"Saturday, Jun 15",2019,Los Angeles Angels,,2,0.5,D,22320
73,"Sunday, Jun 16",2019,Los Angeles Angels,,2,0.5,D,20508
74,"Monday, Jun 17",2019,New York Yankees,@,2,1.5,N,39042
75,"Tuesday, Jun 18",2019,New York Yankees,@,2,2.5,N,40479
76,"Wednesday, Jun 19",2019,New York Yankees,@,2,3.5,D,41144
77,"Thursday, Jun 20",2019,Oakland Athletics,@,2,4.5,N,12351
78,"Friday, Jun 21",2019,Oakland Athletics,@,2,4.5,N,16126
79,"Saturday, Jun 22",2019,Oakland Athletics,@,2,5.5,D,26623
80,"Sunday, Jun 23",2019,Oakland Athletics,@,2,4.5,D,17006
81,"Tuesday, Jun 25",2019,Minnesota Twins,@,2,6.0,N,31963
82,"Wednesday, Jun 26",2019,Minnesota Twins,@,2,7.0,N,31650
83,"Thursday, Jun 27",2019,Minnesota Twins,@,2,6.5,D,31317
84,"Friday, Jun 28",2019,Texas Rangers,,2,7.0,N,13955
85,"Saturday, Jun 29",2019,Texas Rangers,,2,7.0,D,16655
86,"Sunday, Jun 30",2019,Texas Rangers,,2,7.0,D,11234
88,"Monday, Jul 1",2019,Baltimore Orioles,,2,6.5,N,20441
89,"Tuesday, Jul 2",2019,Baltimore Orioles,,2,5.5,N,20925
90,"Wednesday, Jul 3",2019,Baltimore Orioles,,2,6.5,N,21545
91,"Thursday, Jul 4",2019,New York Yankees,,2,7.5,N,21974
92,"Friday, Jul 5",2019,New York Yankees,,2,8.5,N,22182
93,"Saturday, Jul 6",2019,New York Yankees,,2,7.5,D,21477
94,"Sunday, Jul 7",2019,New York Yankees,,2,6.5,D,20091
95,"Friday, Jul 12",2019,Baltimore Orioles,@,2,6.5,N,22422
96,"Saturday, Jul 13 (1)",2019,Baltimore Orioles,@,2,6.0,D,22596
97,"Saturday, Jul 13 (2)",2019,Baltimore Orioles,@,2,6.0,N,24810
98,"Sunday, Jul 14",2019,Baltimore Orioles,@,2,6.0,D,14082
99,"Monday, Jul 15",2019,New York Yankees,@,2,5.0,N,43173
100,"Tuesday, Jul 16",2019,New York Yankees,@,2,6.0,N,40401
102,"Thursday, Jul 18 (2)",2019,New York Yankees,@,2,8.0,N,40504
103,"Friday, Jul 19",2019,Chicago White Sox,,2,9.0,N,16971
104,"Saturday, Jul 20",2019,Chicago White Sox,,2,10.0,N,16338
105,"Sunday, Jul 21",2019,Chicago White Sox,,2,9.0,D,14987
106,"Monday, Jul 22",2019,Boston Red Sox,,2,9.0,N,10966
107,"Tuesday, Jul 23",2019,Boston Red Sox,,2,10.0,N,15876
108,"Wednesday, Jul 24",2019,Boston Red Sox,,2,10.0,D,24161
109,"Friday, Jul 26",2019,Toronto Blue Jays,@,2,8.5,N,22767
110,"Saturday, Jul 27",2019,Toronto Blue Jays,@,3,8.5,D,28204
111,"Sunday, Jul 28",2019,Toronto Blue Jays,@,2,8.5,D,24542
112,"Tuesday, Jul 30",2019,Boston Red Sox,@,2,7.5,N,36412
113,"Wednesday, Jul 31",2019,Boston Red Sox,@,2,7.5,N,33046
115,"Thursday, Aug 1",2019,Boston Red Sox,@,2,7.0,N,37225
116,"Saturday, Aug 3",2019,Miami Marlins,,2,8.0,N,14092
117,"Sunday, Aug 4",2019,Miami Marlins,,2,8.0,D,14819
118,"Monday, Aug 5",2019,Toronto Blue Jays,,2,9.0,N,11948
119,"Tuesday, Aug 6",2019,Toronto Blue Jays,,2,9.0,N,9434
120,"Wednesday, Aug 7",2019,Toronto Blue Jays,,2,10.0,D,10299
121,"Friday, Aug 9",2019,Seattle Mariners,@,2,9.5,N,26774
122,"Saturday, Aug 10",2019,Seattle Mariners,@,2,8.5,N,33895
123,"Sunday, Aug 11",2019,Seattle Mariners,@,2,8.5,D,24219
124,"Monday, Aug 12",2019,San Diego Padres,@,2,9.0,N,21301
125,"Tuesday, Aug 13",2019,San Diego Padres,@,2,9.0,N,25261
126,"Wednesday, Aug 14",2019,San Diego Padres,@,2,10.0,D,22886
127,"Friday, Aug 16",2019,Detroit Tigers,,2,10.5,N,13717
128,"Saturday, Aug 17",2019,Detroit Tigers,,2,10.5,N,17228
129,"Sunday, Aug 18",2019,Detroit Tigers,,2,9.5,D,16634
130,"Monday, Aug 19",2019,Seattle Mariners,,2,10.0,N,9152
131,"Tuesday, Aug 20",2019,Seattle Mariners,,2,10.0,N,7455
132,"Wednesday, Aug 21",2019,Seattle Mariners,,2,9.0,D,7827
133,"Thursday, Aug 22",2019,Baltimore Orioles,@,2,8.0,N,8153
134,"Friday, Aug 23",2019,Baltimore Orioles,@,2,8.0,N,14762
135,"Saturday, Aug 24",2019,Baltimore Orioles,@,2,8.0,N,11409
136,"Sunday, Aug 25",2019,Baltimore Orioles,@,2,9.0,D,13287
137,"Tuesday, Aug 27",2019,Houston Astros,@,2,10.5,N,28454
138,"Wednesday, Aug 28",2019,Houston Astros,@,2,11.5,N,25539
139,"Thursday, Aug 29",2019,Houston Astros,@,2,11.0,D,33051
140,"Friday, Aug 30",2019,Cleveland Guardians,,2,10.0,N,15294
141,"Saturday, Aug 31",2019,Cleveland Guardians,,2,10.0,N,13327
143,"Sunday, Sep 1",2019,Cleveland Guardians,,2,10.0,D,14922
144,"Monday, Sep 2",2019,Baltimore Orioles,,2,9.0,D,10566
146,"Tuesday, Sep 3 (2)",2019,Baltimore Orioles,,2,9.5,N,6844
147,"Thursday, Sep 5",2019,Toronto Blue Jays,,2,9.5,N,5962
148,"Friday, Sep 6",2019,Toronto Blue Jays,,2,8.5,N,10853
149,"Saturday, Sep 7",2019,Toronto Blue Jays,,2,8.5,N,12663
150,"Sunday, Sep 8",2019,Toronto Blue Jays,,2,8.5,D,14071
151,"Tuesday, Sep 10",2019,Texas Rangers,@,2,8.0,N,18467
152,"Wednesday, Sep 11",2019,Texas Rangers,@,2,8.5,N,19746
153,"Thursday, Sep 12",2019,Texas Rangers,@,2,10.0,N,18222
154,"Friday, Sep 13",2019,Los Angeles Angels,@,2,9.0,N,39914
155,"Saturday, Sep 14",2019,Los Angeles Angels,@,2,9.0,N,39056
156,"Sunday, Sep 15",2019,Los Angeles Angels,@,2,9.0,D,36709
157,"Tuesday, Sep 17",2019,Los Angeles Dodgers,@,2,10.0,N,48663
158,"Wednesday, Sep 18",2019,Los Angeles Dodgers,@,2,9.0,N,48253
159,"Friday, Sep 20",2019,Boston Red Sox,,2,8.5,N,17117
160,"Saturday, Sep 21",2019,Boston Red Sox,,2,8.5,N,18179
161,"Sunday, Sep 22",2019,Boston Red Sox,,2,9.5,D,17946
162,"Monday, Sep 23",2019,Boston Red Sox,,2,9.0,N,8779
163,"Tuesday, Sep 24",2019,New York Yankees,,2,8.0,N,16699
164,"Wednesday, Sep 25",2019,New York Yankees,,2,7.0,N,20390
165,"Friday, Sep 27",2019,Toronto Blue Jays,@,2,7.0,N,16348
166,"Saturday, Sep 28",2019,Toronto Blue Jays,@,2,7.0,D,20293
167,"Sunday, Sep 29",2019,Toronto Blue Jays,@,2,7.0,D,25738
0,"Thursday, Apr 1",2021,Miami Marlins,@,1,0.0,D,7062
1,"Friday, Apr 2",2021,Miami Marlins,@,1,-0.5,N,6115
2,"Saturday, Apr 3",2021,Miami Marlins,@,2,0.5,N,6179
3,"Monday, Apr 5",2021,Boston Red Sox,@,3,1.0,N,4577
4,"Tuesday, Apr 6",2021,Boston Red Sox,@,4,1.0,N,4682
5,"Wednesday, Apr 7",2021,Boston Red Sox,@,5,2.0,D,4751
6,"Friday, Apr 9",2021,New York Yankees,,3,1.0,D,9021
7,"Saturday, Apr 10",2021,New York Yankees,,2,1.0,D,6270
8,"Sunday, Apr 11",2021,New York Yankees,,2,2.0,D,6965
9,"Monday, Apr 12",2021,Texas Rangers,,2,1.5,N,3627
10,"Tuesday, Apr 13",2021,Texas Rangers,,2,2.5,N,4753
11,"Wednesday, Apr 14",2021,Texas Rangers,,4,4.0,N,3021
12,"Thursday, Apr 15",2021,Texas Rangers,,4,4.0,N,4217
13,"Friday, Apr 16",2021,New York Yankees,@,3,3.5,N,10202
14,"Saturday, Apr 17",2021,New York Yankees,@,2,3.5,D,10583
15,"Sunday, Apr 18",2021,New York Yankees,@,2,2.0,D,10606
16,"Monday, Apr 19",2021,Kansas City Royals,@,2,2.0,N,5589
17,"Tuesday, Apr 20",2021,Kansas City Royals,@,2,2.0,N,4481
18,"Wednesday, Apr 21",2021,Kansas City Royals,@,2,2.0,N,5053
19,"Friday, Apr 23",2021,Toronto Blue Jays,,2,2.5,N,5564
20,"Saturday, Apr 24",2021,Toronto Blue Jays,,2,1.5,N,6688
21,"Sunday, Apr 25",2021,Toronto Blue Jays,,2,2.5,D,6372
22,"Monday, Apr 26",2021,Oakland Athletics,,2,3.0,N,2981
23,"Tuesday, Apr 27",2021,Oakland Athletics,,2,3.0,N,2924
24,"Wednesday, Apr 28",2021,Oakland Athletics,,2,3.0,N,3374
25,"Thursday, Apr 29",2021,Oakland Athletics,,2,3.0,D,3737
26,"Friday, Apr 30",2021,Houston Astros,,3,4.0,N,6169
28,"Saturday, May 1",2021,Houston Astros,,5,4.0,D,7335
29,"Sunday, May 2",2021,Houston Astros,,4,3.0,D,6933
30,"Monday, May 3",2021,Los Angeles Angels,@,3,2.5,N,10641
31,"Tuesday, May 4",2021,Los Angeles Angels,@,2,2.5,N,8152
32,"Wednesday, May 5",2021,Los Angeles Angels,@,2,1.5,N,9169
33,"Thursday, May 6",2021,Los Angeles Angels,@,2,1.5,N,8840
34,"Friday, May 7",2021,Oakland Athletics,@,2,2.5,N,5058
35,"Saturday, May 8",2021,Oakland Athletics,@,3,3.5,D,7707
36,"Sunday, May 9",2021,Oakland Athletics,@,2,3.5,D,6911
37,"Tuesday, May 11",2021,New York Yankees,,4,3.0,N,5441
38,"Wednesday, May 12",2021,New York Yankees,,4,3.0,N,5668
39,"Thursday, May 13",2021,New York Yankees,,4,3.0,N,6229
40,"Friday, May 14",2021,New York Mets,,4,3.0,N,7123
41,"Saturday, May 15",2021,New York Mets,,4,3.0,D,7536
42,"Sunday, May 16",2021,New York Mets,,3,2.0,D,7355
43,"Tuesday, May 18",2021,Baltimore Orioles,@,3,1.0,N,5429
44,"Wednesday, May 19",2021,Baltimore Orioles,@,2,1.0,N,6581
45,"Thursday, May 20",2021,Baltimore Orioles,@,2,1.0,D,6916
46,"Friday, May 21",2021,Toronto Blue Jays,@,2,1.0,N,1437
47,"Saturday, May 22",2021,Toronto Blue Jays,@,2,1.0,N,1514
48,"Sunday, May 23",2021,Toronto Blue Jays,@,1,0.0,D,1496
49,"Monday, May 24",2021,Toronto Blue Jays,@,1,-0.5,D,1641
50,"Tuesday, May 25",2021,Kansas City Royals,,1,-0.5,N,4946
51,"Wednesday, May 26",2021,Kansas City Royals,,1,-0.5,N,4973
52,"Thursday, May 27",2021,Kansas City Royals,,1,-1.0,D,5519
53,"Saturday, May 29",2021,Phildelphia Phillies,,1,-0.5,D,7316
54,"Sunday, May 30",2021,Phildelphia Phillies,,1,-1.0,D,7479
55,"Monday, May 31",2021,New York Yankees,@,1,-2.0,D,17008
57,"Tuesday, Jun 1",2021,New York Yankees,@,1,-2.0,N,12537
58,"Wednesday, Jun 2",2021,New York Yankees,@,1,-2.0,N,13824
59,"Thursday, Jun 3",2021,New York Yankees,@,1,-2.0,D,12614
60,"Friday, Jun 4",2021,Texas Rangers,@,1,-1.0,N,30635
61,"Saturday, Jun 5",2021,Texas Rangers,@,1,-1.0,D,27237
62,"Sunday, Jun 6",2021,Texas Rangers,@,1,-1.0,D,26442
63,"Tuesday, Jun 8",2021,Washington Nationals,,1,-1.5,N,7173
64,"Wednesday, Jun 9",2021,Washington Nationals,,1,-1.5,N,7616
65,"Friday, Jun 11",2021,Baltimore Orioles,,1,-1.0,N,6211
66,"Saturday, Jun 12",2021,Baltimore Orioles,,1,-2.0,D,9225
67,"Sunday, Jun 13",2021,Baltimore Orioles,,1,-3.0,D,9101
68,"Monday, Jun 14",2021,Chicago White Sox,@,1,-3.0,N,18024
69,"Tuesday, Jun 15",2021,Chicago White Sox,@,1,-2.0,N,19259
70,"Wednesday, Jun 16",2021,Chicago White Sox,@,1,-1.0,D,20098
71,"Thursday, Jun 17",2021,Seattle Mariners,@,1,-0.5,N,9092
72,"Friday, Jun 18",2021,Seattle Mariners,@,1,-0.5,N,12654
73,"Saturday, Jun 19",2021,Seattle Mariners,@,2,0.5,N,14772
74,"Sunday, Jun 20",2021,Seattle Mariners,@,2,0.5,D,18172
75,"Tuesday, Jun 22",2021,Boston Red Sox,,2,1.5,N,12994
76,"Wednesday, Jun 23",2021,Boston Red Sox,,2,0.5,N,9088
77,"Thursday, Jun 24",2021,Boston Red Sox,,1,-0.5,N,10961
78,"Friday, Jun 25",2021,Los Angeles Angels,,1,-0.5,N,7909
79,"Saturday, Jun 26",2021,Los Angeles Angels,,1,-0.5,D,16699
80,"Sunday, Jun 27",2021,Los Angeles Angels,,2,0.5,D,12764
81,"Tuesday, Jun 29",2021,Washington Nationals,@,2,2.0,N,17117
82,"Wednesday, Jun 30",2021,Washington Nationals,@,2,3.0,D,15552
84,"Friday, Jul 2",2021,Toronto Blue Jays,@,2,4.5,N,10011
85,"Saturday, Jul 3",2021,Toronto Blue Jays,@,2,4.5,D,9189
86,"Sunday, Jul 4",2021,Toronto Blue Jays,@,2,4.5,D,7537
87,"Monday, Jul 5",2021,Cleveland Guardians,,2,4.5,N,8832
89,"Wednesday, Jul 7 (2)",2021,Cleveland Guardians,,2,2.5,D,10905
90,"Friday, Jul 9",2021,Toronto Blue Jays,,2,2.5,N,8551
91,"Saturday, Jul 10",2021,Toronto Blue Jays,,2,1.5,D,9954
92,"Sunday, Jul 11",2021,Toronto Blue Jays,,2,1.5,D,11233
93,"Friday, Jul 16",2021,Atlanta Braves,@,2,1.5,N,40485
94,"Saturday, Jul 17",2021,Atlanta Braves,@,2,1.5,N,40868
95,"Sunday, Jul 18",2021,Atlanta Braves,@,2,0.5,D,34544
96,"Monday, Jul 19",2021,Baltimore Orioles,,2,1.5,N,9922
97,"Tuesday, Jul 20",2021,Baltimore Orioles,,2,1.0,N,10399
98,"Wednesday, Jul 21",2021,Baltimore Orioles,,2,1.0,D,8968
99,"Thursday, Jul 22",2021,Cleveland Guardians,@,2,1.0,N,19338
100,"Friday, Jul 23",2021,Cleveland Guardians,@,2,1.0,N,23180
101,"Saturday, Jul 24",2021,Cleveland Guardians,@,1,0.0,N,23324
102,"Sunday, Jul 25",2021,Cleveland Guardians,@,2,1.0,D,18614
103,"Tuesday, Jul 27",2021,New York Yankees,,2,2.0,N,12678
104,"Wednesday, Jul 28",2021,New York Yankees,,2,2.5,N,11525
105,"Thursday, Jul 29",2021,New York Yankees,,2,1.5,D,14134
106,"Friday, Jul 30",2021,Boston Red Sox,,2,0.5,N,11109
107,"Saturday, Jul 31",2021,Boston Red Sox,,1,-0.5,N,20521
109,"Sunday, Aug 1",2021,Boston Red Sox,,1,-1.5,N,17816
110,"Monday, Aug 2",2021,Seattle Mariners,,1,-1.0,N,5855
111,"Tuesday, Aug 3",2021,Seattle Mariners,,1,-1.0,N,10071
112,"Wednesday, Aug 4",2021,Seattle Mariners,,1,-1.0,D,9701
113,"Friday, Aug 6",2021,Baltimore Orioles,@,1,-2.5,N,11320
114,"Saturday, Aug 7",2021,Baltimore Orioles,@,1,-3.0,N,18545
115,"Sunday, Aug 8",2021,Baltimore Orioles,@,1,-4.0,D,10576
116,"Tuesday, Aug 10",2021,Boston Red Sox,@,1,-5.0,N,28356
117,"Wednesday, Aug 11",2021,Boston Red Sox,@,1,-4.0,N,30286
118,"Thursday, Aug 12",2021,Boston Red Sox,@,1,-5.0,D,26803
119,"Friday, Aug 13",2021,Minnesota Twins,@,1,-5.0,N,23125
120,"Saturday, Aug 14",2021,Minnesota Twins,@,1,-4.0,N,21034
121,"Sunday, Aug 15",2021,Minnesota Twins,@,1,-3.0,D,22467
122,"Monday, Aug 16",2021,Baltimore Orioles,,1,-3.5,N,5460
123,"Tuesday, Aug 17",2021,Baltimore Orioles,,1,-5.0,N,4795
124,"Wednesday, Aug 18",2021,Baltimore Orioles,,1,-5.0,N,6673
125,"Thursday, Aug 19",2021,Baltimore Orioles,,1,-5.0,D,5826
126,"Friday, Aug 20",2021,Chicago White Sox,,1,-4.0,N,13178
127,"Saturday, Aug 21",2021,Chicago White Sox,,1,-4.0,D,22275
128,"Sunday, Aug 22",2021,Chicago White Sox,,1,-4.5,D,16696
129,"Tuesday, Aug 24",2021,Phildelphia Phillies,@,1,-4.0,N,23402
130,"Wednesday, Aug 25",2021,Phildelphia Phillies,@,1,-4.5,N,25552
131,"Friday, Aug 27",2021,Baltimore Orioles,@,1,-4.0,N,7155
132,"Saturday, Aug 28",2021,Baltimore Orioles,@,1,-5.0,N,11110
133,"Sunday, Aug 29",2021,Baltimore Orioles,@,1,-6.0,D,8353
134,"Monday, Aug 30",2021,Boston Red Sox,,1,-7.0,N,6753
135,"Tuesday, Aug 31",2021,Boston Red Sox,,1,-8.0,N,6868
137,"Wednesday, Sep 1",2021,Boston Red Sox,,1,-7.0,N,7808
138,"Thursday, Sep 2",2021,Boston Red Sox,,1,-6.5,N,7923
139,"Friday, Sep 3",2021,Minnesota Twins,,1,-6.5,N,8864
140,"Saturday, Sep 4",2021,Minnesota Twins,,1,-7.5,D,13861
141,"Sunday, Sep 5",2021,Minnesota Twins,,1,-7.5,D,14165
142,"Monday, Sep 6",2021,Boston Red Sox,@,1,-8.5,D,26512
143,"Tuesday, Sep 7",2021,Boston Red Sox,@,1,-9.5,N,25065
144,"Wednesday, Sep 8",2021,Boston Red Sox,@,1,-9.0,N,26649
145,"Friday, Sep 10",2021,Detroit Tigers,@,1,-9.0,N,18321
146,"Saturday, Sep 11",2021,Detroit Tigers,@,1,-9.0,N,18842
147,"Sunday, Sep 12",2021,Detroit Tigers,@,1,-9.0,D,13396
148,"Monday, Sep 13",2021,Toronto Blue Jays,@,1,-8.0,N,12119
149,"Tuesday, Sep 14",2021,Toronto Blue Jays,@,1,-9.0,N,13103
150,"Wednesday, Sep 15",2021,Toronto Blue Jays,@,1,-8.0,D,12153
151,"Thursday, Sep 16",2021,Detroit Tigers,,1,-8.5,N,10206
152,"Friday, Sep 17",2021,Detroit Tigers,,1,-8.5,N,16451
153,"Saturday, Sep 18",2021,Detroit Tigers,,1,-7.5,D,22921
154,"Sunday, Sep 19",2021,Detroit Tigers,,1,-6.5,D,17948
155,"Monday, Sep 20",2021,Toronto Blue Jays,,1,-7.0,N,10119
156,"Tuesday, Sep 21",2021,Toronto Blue Jays,,1,-6.0,N,9888
157,"Wednesday, Sep 22",2021,Toronto Blue Jays,,1,-6.0,D,10994
158,"Friday, Sep 24",2021,Miami Marlins,,1,-7.0,N,15340
159,"Saturday, Sep 25",2021,Miami Marlins,,1,-8.0,N,23783
160,"Sunday, Sep 26",2021,Miami Marlins,,1,-8.0,D,20826
161,"Tuesday, Sep 28",2021,Houston Astros,@,1,-7.0,N,32297
162,"Wednesday, Sep 29",2021,Houston Astros,@,1,-8.0,N,28321
163,"Thursday, Sep 30",2021,Houston Astros,@,1,-7.0,N,31608
165,"Friday, Oct 1",2021,New York Yankees,@,1,-8.0,N,41469
166,"Saturday, Oct 2",2021,New York Yankees,@,1,-9.0,D,41648
167,"Sunday, Oct 3",2021,New York Yankees,@,1,-8.0,D,40409
0,"Friday, Apr 8",2022,Baltimore Orioles,,1,0.0,D,25025
1,"Saturday, Apr 9",2022,Baltimore Orioles,,1,0.0,D,15615
2,"Sunday, Apr 10",2022,Baltimore Orioles,,1,-1.0,D,14100
3,"Monday, Apr 11",2022,Oakland Athletics,,1,0.0,N,9139
4,"Tuesday, Apr 12",2022,Oakland Athletics,,1,-1.0,N,7588
5,"Wednesday, Apr 13",2022,Oakland Athletics,,1,0.0,N,8954
6,"Thursday, Apr 14",2022,Oakland Athletics,,1,0.0,D,8287
7,"Friday, Apr 15",2022,Chicago White Sox,@,2,1.0,N,19009
8,"Saturday, Apr 16",2022,Chicago White Sox,@,4,1.0,D,27113
9,"Sunday, Apr 17",2022,Chicago White Sox,@,3,1.0,D,17798
10,"Monday, Apr 18",2022,Chicago Cubs,@,4,1.5,N,26615
11,"Tuesday, Apr 19",2022,Chicago Cubs,@,4,0.5,N,26568
12,"Wednesday, Apr 20",2022,Chicago Cubs,@,3,0.5,N,26167
13,"Friday, Apr 22",2022,Boston Red Sox,,3,2.0,N,16902
14,"Saturday, Apr 23",2022,Boston Red Sox,,3,2.0,N,19137
15,"Sunday, Apr 24",2022,Boston Red Sox,,3,1.0,D,20993
16,"Tuesday, Apr 26",2022,Seattle Mariners,,3,2.5,N,9257
17,"Wednesday, Apr 27",2022,Seattle Mariners,,3,2.0,N,7290
18,"Thursday, Apr 28",2022,Seattle Mariners,,3,2.0,D,6749
19,"Friday, Apr 29",2022,Minnesota Twins,,3,2.0,N,9928
20,"Saturday, Apr 30",2022,Minnesota Twins,,3,3.0,D,18846
22,"Sunday, May 1",2022,Minnesota Twins,,3,4.0,D,14830
23,"Monday, May 2",2022,Oakland Athletics,@,3,4.0,N,2488
24,"Tuesday, May 3",2022,Oakland Athletics,@,3,4.0,N,2815
25,"Wednesday, May 4",2022,Oakland Athletics,@,3,3.0,D,4838
26,"Thursday, May 5",2022,Seattle Mariners,@,2,2.5,N,17027
27,"Friday, May 6",2022,Seattle Mariners,@,2,2.0,N,26154
28,"Saturday, May 7",2022,Seattle Mariners,@,2,1.5,N,31589
29,"Sunday, May 8",2022,Seattle Mariners,@,2,2.0,D,32501
30,"Monday, May 9",2022,Los Angeles Angels,@,2,3.0,N,19537
31,"Tuesday, May 10",2022,Los Angeles Angels,@,2,4.0,N,39313
32,"Wednesday, May 11",2022,Los Angeles Angels,@,2,4.0,D,21045
33,"Friday, May 13",2022,Toronto Blue Jays,,2,4.5,N,10169
34,"Saturday, May 14",2022,Toronto Blue Jays,,2,4.5,N,15195
35,"Sunday, May 15",2022,Toronto Blue Jays,,2,4.5,D,20986
36,"Monday, May 16",2022,Detroit Tigers,,2,5.5,N,11532
37,"Tuesday, May 17",2022,Detroit Tigers,,2,5.5,N,8475
38,"Wednesday, May 18",2022,Detroit Tigers,,2,5.5,D,9706
39,"Friday, May 20",2022,Baltimore Orioles,@,2,5.5,N,15127
40,"Saturday, May 21",2022,Baltimore Orioles,@,2,5.5,N,17573
41,"Sunday, May 22",2022,Baltimore Orioles,@,2,5.0,D,23778
42,"Tuesday, May 24",2022,Miami Marlins,,2,4.5,N,9006
43,"Wednesday, May 25",2022,Miami Marlins,,2,4.5,N,7520
44,"Thursday, May 26",2022,New York Yankees,,2,5.5,N,14610
45,"Friday, May 27",2022,New York Yankees,,2,6.5,N,19018
46,"Saturday, May 28",2022,New York Yankees,,2,5.5,D,25025
47,"Sunday, May 29",2022,New York Yankees,,2,4.5,D,25025
48,"Monday, May 30",2022,Texas Rangers,@,2,5.0,N,25605
49,"Tuesday, May 31",2022,Texas Rangers,@,3,6.0,N,16317
51,"Wednesday, Jun 1",2022,Texas Rangers,@,3,5.5,N,20634
52,"Thursday, Jun 2",2022,Texas Rangers,@,3,6.0,D,17097
53,"Friday, Jun 3",2022,Chicago White Sox,,2,6.0,N,8930
54,"Saturday, Jun 4",2022,Chicago White Sox,,3,7.0,D,19452
55,"Sunday, Jun 5",2022,Chicago White Sox,,3,8.0,D,11162
56,"Tuesday, Jun 7",2022,St. Louis Cardinals,,3,8.0,N,10905
57,"Wednesday, Jun 8",2022,St. Louis Cardinals,,2,7.0,N,12906
58,"Thursday, Jun 9",2022,St. Louis Cardinals,,2,7.0,D,14892
59,"Friday, Jun 10",2022,Minnesota Twins,@,3,8.0,N,23761
60,"Saturday, Jun 11",2022,Minnesota Twins,@,3,9.0,D,22741
61,"Sunday, Jun 12",2022,Minnesota Twins,@,3,9.0,D,25350
62,"Tuesday, Jun 14",2022,New York Yankees,@,3,10.0,N,35692
63,"Wednesday, Jun 15",2022,New York Yankees,@,3,11.0,N,35104
64,"Thursday, Jun 16",2022,New York Yankees,@,3,12.0,N,39469
65,"Friday, Jun 17",2022,Baltimore Orioles,@,3,13.0,N,13140
66,"Saturday, Jun 18",2022,Baltimore Orioles,@,3,13.0,D,15426
67,"Sunday, Jun 19",2022,Baltimore Orioles,@,3,13.0,D,23004
68,"Monday, Jun 20",2022,New York Yankees,,4,14.0,N,16504
69,"Tuesday, Jun 21",2022,New York Yankees,,4,13.0,N,20688
70,"Wednesday, Jun 22",2022,New York Yankees,,4,14.0,N,12264
71,"Friday, Jun 24",2022,Pittsburg Pirates,,4,13.5,N,10542
72,"Saturday, Jun 25",2022,Pittsburg Pirates,,4,12.5,D,15203
73,"Sunday, Jun 26",2022,Pittsburg Pirates,,3,12.5,D,13364
74,"Tuesday, Jun 28",2022,Milwaukee Brewers,,4,14.0,N,13742
75,"Wednesday, Jun 29",2022,Milwaukee Brewers,,4,15.0,D,15481
76,"Thursday, Jun 30",2022,Toronto Blue Jays,@,4,15.0,N,22987
78,"Friday, Jul 1",2022,Toronto Blue Jays,@,4,15.5,D,44445
79,"Saturday, Jul 2 (1)",2022,Toronto Blue Jays,@,4,15.5,D,39426
80,"Saturday, Jul 2 (2)",2022,Toronto Blue Jays,@,4,15.5,N,24180
81,"Sunday, Jul 3",2022,Toronto Blue Jays,@,4,14.5,D,35757
82,"Monday, Jul 4",2022,Boston Red Sox,@,4,15.0,D,36473
83,"Tuesday, Jul 5",2022,Boston Red Sox,@,3,14.0,N,31113
84,"Wednesday, Jul 6",2022,Boston Red Sox,@,2,14.0,N,33735
85,"Friday, Jul 8",2022,Cincinnati Reds,@,2,15.5,N,26529
86,"Saturday, Jul 9",2022,Cincinnati Reds,@,3,15.5,D,33927
